title	Inclass01	Inclass02	Inclass03	Inclass04	Inclass05	Inclass06	Inclass07	Inclass08	Inclass09	Inclass10
Hand tools	0.12	0.12	0.18	0.06	0.15	0.15	0.81	0.26	0.45	0.32
Indoor plants, fresh flowers	0.26	0.32	0.21	0.35	0.41	0.57	0.53	0.68	1.79	0.90
Closet and storage items	0.08	0.07	0.09	0.07	0.14	0.15	0.23	0.22	1.03	0.44
Other hardware	0.12	0.12	0.02	0.00	0.08	0.09	0.47	0.73	0.42	0.32
Miscellaneous household equipment and parts	0.18	0.21	0.31	0.21	0.33	0.64	0.65	1.05	1.51	0.87
Luggage	0.01	0.15	0.04	0.08	0.08	0.31	0.21	0.11	0.45	0.24
Apparel and services	14.83	13.92	16.45	14.37	17.69	22.45	18.77	27.45	44.81	28.01
Men and boys	3.50	2.26	3.28	2.66	3.62	5.75	4.02	7.08	11.74	6.89
Men, 16 and over	2.33	1.87	3.03	2.17	2.99	5.08	3.49	6.11	10.48	6.04
Men's sportcoats, tailored jackets	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.03	0.20	0.07
Men's coats and jackets	0.38	0.26	0.40	0.04	0.22	0.68	0.53	0.63	1.03	0.63
Men's underwear	0.09	0.18	0.11	0.12	0.13	0.24	0.24	0.37	0.53	0.32
Men's hosiery	0.08	0.20	0.10	0.12	0.11	0.23	0.20	0.26	0.52	0.29
Men's accessories	0.19	0.32	0.25	0.12	0.26	0.43	0.52	0.60	1.16	0.64
Men's sweaters and vests	0.07	0.00	0.12	0.76	0.09	0.06	0.11	0.15	0.53	0.28
Men's active sportswear	0.05	0.14	0.02	0.10	0.08	0.20	0.15	0.24	0.65	0.31
Men's shirts	0.56	0.28	0.87	0.51	0.93	1.42	0.89	2.26	3.22	1.85
Men's pants and shorts	0.92	0.49	1.17	0.41	0.95	1.82	0.85	1.46	2.46	1.56
Men's uniforms	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.10	0.17	0.10
Boys, 2 to 15	1.17	0.39	0.25	0.49	0.63	0.67	0.54	0.96	1.26	0.85
Boys' shirts	0.52	0.19	0.15	0.26	0.39	0.40	0.34	0.47	0.63	0.45
Boys' underwear	0.22	0.05	0.05	0.05	0.05	0.09	0.07	0.10	0.21	0.12
Boys' nightwear	0.08	0.03	0.02	0.05	0.04	0.03	0.03	0.04	0.07	0.05
Boys' hosiery	0.17	0.04	0.02	0.08	0.05	0.07	0.06	0.14	0.18	0.11
Boys' accessories	0.18	0.08	0.01	0.04	0.09	0.06	0.03	0.11	0.14	0.09
Boys' suits, sportcoats, vests	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.10	0.02	0.03
Women and girls	5.42	6.30	7.43	7.63	7.90	9.65	8.58	11.64	21.07	12.77
Women, 16 and over	4.83	6.01	6.70	6.31	6.89	8.66	7.16	10.06	18.25	11.09
Women's coats and jackets	0.44	1.13	0.21	0.86	1.12	0.55	0.38	1.01	1.94	1.14
Women's dresses	0.47	0.74	0.66	0.49	0.81	1.04	0.71	0.87	2.68	1.39
Women's sportcoats, tailored jackets	0.03	0.00	0.00	0.00	0.00	0.02	0.11	0.01	0.07	0.04
Women's vests and sweaters	0.33	0.34	0.42	0.26	0.40	0.52	0.44	0.66	1.38	0.76
Women's shirts, tops, blouses	1.35	0.91	1.50	1.25	1.37	2.39	1.54	2.12	3.79	2.37
Women's skirts	0.00	0.06	0.09	0.03	0.14	0.10	0.07	0.23	0.44	0.22
Women's pants and shorts	0.89	0.73	1.74	1.38	1.09	1.69	1.38	2.01	3.00	1.98
Women's active sportswear	0.32	0.52	0.15	0.28	0.26	0.15	0.51	0.67	0.87	0.54
Women's sleepwear	0.32	0.28	0.41	0.34	0.31	0.24	0.23	0.55	0.78	0.49
Women's undergarments	0.32	0.73	0.32	0.59	0.39	0.48	0.49	0.67	1.10	0.70
Women's hosiery	0.08	0.16	0.24	0.19	0.25	0.25	0.25	0.27	0.49	0.32
Women's accessories	0.27	0.40	0.66	0.64	0.72	1.15	0.95	0.82	1.69	1.08
Women's uniforms	0.00	0.00	0.31	0.00	0.02	0.08	0.09	0.15	0.04	0.08
Girls, 2 to 15	0.60	0.30	0.73	1.32	1.01	0.99	1.41	1.58	2.83	1.68
Girls' coats and jackets	0.01	0.00	0.11	0.02	0.18	0.05	0.08	0.24	0.24	0.16
Girls' dresses and suits	0.09	0.05	0.12	0.35	0.11	0.12	0.17	0.35	0.40	0.26
Girls' shirts, blouses, sweaters	0.17	0.19	0.31	0.43	0.32	0.36	0.58	0.39	1.15	0.62
Girls' active sportswear	0.18	0.02	0.03	0.06	0.10	0.19	0.13	0.17	0.36	0.20
Girls' underwear and sleepwear	0.05	0.00	0.11	0.14	0.14	0.12	0.12	0.21	0.25	0.17
Girls' hosiery	0.04	0.04	0.02	0.18	0.05	0.05	0.17	0.07	0.14	0.10
Girls' accessories	0.05	0.00	0.03	0.14	0.11	0.10	0.16	0.14	0.28	0.16
Children under 2	1.00	0.97	1.23	0.64	1.59	1.13	1.12	1.90	2.48	1.71
Infant dresses, outerwear	0.37	0.26	0.26	0.13	0.29	0.24	0.18	0.36	0.68	0.40
Infant underwear	0.47	0.34	0.68	0.49	0.77	0.73	0.76	1.06	1.37	0.95
Infant nightwear, loungewear	0.00	0.17	0.03	0.00	0.10	0.03	0.06	0.17	0.14	0.10
Infant accessories	0.16	0.20	0.25	0.01	0.43	0.13	0.12	0.31	0.29	0.25
Footwear	4.71	4.22	4.33	3.21	4.26	5.28	4.63	6.19	8.59	6.05
Men's footwear	1.03	1.44	1.31	0.45	1.30	1.48	1.44	2.56	2.78	1.95
Boys' footwear	1.34	0.47	0.56	0.87	0.90	0.77	0.54	0.71	0.88	0.79
Women's footwear	1.99	2.17	1.77	1.72	1.68	2.46	2.02	2.57	3.85	2.67
Girls' footwear	0.35	0.15	0.70	0.17	0.37	0.57	0.63	0.34	1.08	0.64
Other apparel products and services	0.18	0.17	0.17	0.24	0.32	0.63	0.42	0.65	0.93	0.59
Material for making clothes	0.03	0.04	0.03	0.05	0.07	0.15	0.13	0.16	0.22	0.14
Sewing patterns and notions	0.15	0.09	0.02	0.08	0.07	0.12	0.09	0.06	0.18	0.11
Watches	0.00	0.04	0.12	0.10	0.18	0.37	0.20	0.43	0.54	0.34
Transportation	37.16	24.28	31.64	44.80	49.13	51.53	67.39	76.86	102.65	69.96
Gasoline, motor oil, and additives	22.17	17.79	20.40	28.36	32.66	36.74	45.77	50.67	68.66	46.80
Gasoline, gasohol and diesel fuel	22.08	17.64	20.32	28.24	32.45	36.55	45.51	50.34	68.26	46.53
Gasoline	22.08	17.57	20.32	28.24	31.97	36.29	45.01	49.69	67.05	45.90
Diesel fuel	0.00	0.08	0.00	0.00	0.48	0.26	0.50	0.66	1.21	0.63
Motor oil, coolants and other additives	0.09	0.14	0.09	0.11	0.21	0.19	0.26	0.33	0.40	0.27
Motor oil	0.06	0.00	0.04	0.07	0.14	0.13	0.10	0.16	0.24	0.15
Coolant, brake fluid, transmission fluid, and other	0.03	0.14	0.05	0.05	0.07	0.06	0.16	0.16	0.16	0.12
Other vehicle expenses	12.78	6.41	10.65	16.39	16.26	14.71	21.30	25.91	33.62	22.81
Maintenance and repairs	0.24	0.23	0.46	0.49	0.71	0.58	0.53	1.44	1.93	1.12
Vehicle audio equipment	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.25	0.09
Vehicle products and cleaning services	0.06	0.03	0.04	0.02	0.08	0.06	0.05	0.36	0.24	0.16
Misc. auto repair, servicing	0.18	0.20	0.31	0.47	0.62	0.50	0.48	1.04	1.42	0.86
Gas tank repair, replacement	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.04	0.01	0.01
Vehicle insurance	12.50	6.07	10.04	15.87	15.30	14.02	20.60	24.09	31.24	21.41
Vehicle rental, leases, licenses, and other charges	0.03	0.11	0.15	0.03	0.25	0.11	0.18	0.38	0.45	0.28
Tolls or electronic toll passes	0.03	0.11	0.15	0.03	0.25	0.11	0.18	0.38	0.45	0.28
Public transportation	2.21	0.08	0.59	0.05	0.21	0.08	0.32	0.28	0.37	0.34
Taxi fares and limousine services	2.21	0.08	0.59	0.05	0.21	0.08	0.32	0.28	0.37	0.34
Healthcare	2.46	1.92	1.92	2.21	2.68	2.97	2.64	2.99	4.13	3.11
Medical services	0.31	0.00	0.00	0.00	0.14	0.00	0.00	0.05	0.15	0.08
Repair of medical equipment	0.31	0.00	0.00	0.00	0.14	0.00	0.00	0.05	0.15	0.08
Drugs	1.48	1.51	1.42	1.62	2.18	2.49	2.30	2.42	3.10	2.43
Nonprescription drugs	1.06	1.03	0.94	1.22	1.37	1.75	1.68	1.67	2.11	1.67
Nonprescription vitamins	0.42	0.48	0.48	0.41	0.81	0.74	0.62	0.75	1.00	0.76
Medical supplies	0.67	0.41	0.50	0.59	0.36	0.48	0.34	0.52	0.87	0.59
Topicals and dressings	0.67	0.41	0.50	0.59	0.36	0.48	0.34	0.52	0.87	0.59
Entertainment	16.06	9.86	11.50	13.12	19.12	20.03	23.03	31.69	48.87	29.80
Fees and admissions	1.17	0.78	0.37	0.93	0.89	1.05	2.08	2.83	7.01	3.26
Fees for participant sports	0.59	0.23	0.32	0.66	0.64	0.95	1.33	1.62	3.37	1.73
Fees for recreational lessons	0.58	0.55	0.05	0.27	0.26	0.10	0.75	1.21	3.64	1.53
Audio and visual equipment and services	6.94	5.57	7.15	7.59	9.98	9.81	12.44	14.70	17.35	12.72
Radios	0.02	0.00	0.00	0.00	0.02	0.01	0.10	0.02	0.06	0.04
Cable and satellite television services	6.55	4.72	6.62	6.90	8.95	8.98	11.43	12.12	13.56	10.66
Tape recorders and players	0.00	0.00	0.00	0.00	0.06	0.03	0.00	0.15	0.11	0.07
Miscellaneous sound equipment	0.01	0.01	0.10	0.00	0.00	0.00	0.00	0.02	0.02	0.02
Miscellaneous video equipment	0.03	0.05	0.00	0.01	0.01	0.01	0.11	0.05	0.22	0.09
Sound equipment accessories	0.20	0.40	0.08	0.05	0.06	0.04	0.05	0.11	0.35	0.18
Video game hardware and software	0.12	0.40	0.34	0.63	0.88	0.73	0.75	2.23	3.02	1.65
Pets, toys, hobbies, and playground equipment	5.36	2.69	3.28	4.16	6.80	7.08	6.98	11.47	18.65	10.79
Pets	4.11	2.14	2.34	2.96	5.46	5.16	5.25	9.31	14.52	8.39
Pet food	1.33	1.19	1.33	1.73	2.37	2.08	2.58	3.53	4.80	3.14
Pet purchase, supplies, medicine	0.51	0.25	0.39	1.03	0.72	1.17	1.08	1.53	1.88	1.27
Vet services	2.26	0.70	0.62	0.20	2.37	1.91	1.59	4.25	7.84	3.98
Toys, games, arts and crafts, and tricycles	1.26	0.56	0.93	1.20	1.34	1.90	1.72	2.15	4.02	2.36
Playground equipment	0.00	0.00	0.02	0.00	0.00	0.03	0.00	0.01	0.10	0.04
Other entertainment supplies, equipment, and services	2.59	0.82	0.70	0.44	1.44	2.09	1.53	2.69	5.86	3.03
Sports, recreation and exercise equipment	2.52	0.62	0.57	0.30	1.26	1.67	1.33	2.45	3.99	2.29
Athletic gear, game tables, and exercise equipment	2.47	0.21	0.10	0.11	0.18	0.65	0.21	1.30	2.10	1.08
Camping equipment	0.00	0.12	0.37	0.09	0.34	0.11	0.39	0.20	0.51	0.32
Hunting and fishing equipment	0.05	0.28	0.09	0.10	0.64	0.90	0.33	0.88	0.80	0.63
Global positioning system devices	0.00	0.00	0.00	0.00	0.10	0.00	0.40	0.08	0.58	0.25
Photographic equipment, supplies and services	0.07	0.17	0.11	0.15	0.12	0.36	0.13	0.16	1.60	0.63
Other photographic supplies	0.02	0.17	0.01	0.00	0.04	0.01	0.04	0.01	0.07	0.04
Photographer fees	0.05	0.00	0.10	0.15	0.08	0.35	0.10	0.15	1.53	0.59
Fireworks	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.08	0.03
Souvenirs	0.00	0.00	0.02	0.00	0.06	0.01	0.05	0.07	0.07	0.05
Visual goods	0.00	0.03	0.00	0.00	0.00	0.01	0.01	0.00	0.04	0.02
Pinball, electronic video games	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.07	0.03
Personal care products and services	6.47	4.31	4.93	5.30	7.20	7.22	6.98	9.15	18.03	10.57
Personal care products	4.71	2.98	2.98	3.48	3.98	4.87	5.14	5.86	9.67	6.20
Hair care products	1.37	0.36	0.75	0.57	1.02	1.08	1.00	1.18	2.02	1.31
Nonelectric articles for the hair	0.06	0.05	0.04	0.05	0.11	0.11	0.06	0.11	0.18	0.12
Oral hygiene products, articles	0.46	0.61	0.40	0.50	0.50	0.51	0.63	0.62	0.92	0.67
Shaving needs	0.14	0.17	0.19	0.20	0.27	0.22	0.34	0.26	0.60	0.36
Cosmetics, perfume, bath preparations	2.13	1.34	1.17	1.47	1.43	2.15	2.48	2.95	4.72	2.91
Deodorants, feminine hygiene, miscellaneous personal	0.31	0.42	0.32	0.51	0.49	0.53	0.44	0.54	0.92	0.62
Electric personal care appliances	0.24	0.03	0.10	0.18	0.16	0.27	0.19	0.20	0.29	0.22
Personal care services	1.76	1.33	1.95	1.83	3.22	2.35	1.83	3.29	8.37	4.37
Personal care service for females	1.25	0.91	1.37	1.25	2.22	1.60	1.22	2.23	5.74	2.99
Personal care service for males	0.50	0.42	0.57	0.58	1.00	0.75	0.61	1.06	2.63	1.38
Reading	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.02	0.01
Newsletters	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.02	0.01
Education	0.55	0.46	0.35	0.35	0.44	0.53	0.59	0.89	1.59	0.90
School supplies, etc. - unspecified	0.55	0.46	0.35	0.35	0.44	0.53	0.59	0.89	1.59	0.90
Tobacco products and smoking supplies	0.06	0.03	0.02	0.02	0.06	0.02	0.11	0.03	0.10	0.06
Smoking accessories	0.06	0.03	0.02	0.02	0.06	0.02	0.11	0.03	0.10	0.06
Miscellaneous	0.42	0.57	0.61	2.41	1.33	1.92	1.80	3.52	2.59	2.15
Miscellaneous fees	0.00	0.00	0.00	0.01	0.00	0.06	0.03	0.10	0.15	0.07
Lotteries and pari-mutuel losses	0.16	0.14	0.35	0.61	1.10	1.12	1.63	2.34	1.03	1.18
Miscellaneous personal services	0.26	0.43	0.26	1.79	0.23	0.74	0.14	1.08	1.42	0.89
Money income before taxes	3199.48	7902.98	12540.35	17481.50	25021.52	35210.06	46086.40	60762.12	133343.80	65891.62
Wages and salaries	2373.85	2405.80	3873.55	8193.03	14225.48	23185.02	33544.08	49446.33	112435.02	52197.25
Self-employment income	-1102.22	-44.43	252.50	332.75	180.57	1132.17	1800.15	1785.12	8696.37	3386.38
Net business income	-894.41	-49.28	252.42	318.26	131.07	1086.63	1575.40	1661.73	8146.84	3163.03
Net farm income	-207.81	4.85	0.08	14.49	49.49	45.54	224.76	123.39	549.53	223.35
Social Security, private and government retirement	873.65	3359.13	6191.33	6768.31	8506.55	8402.48	7422.98	6711.61	5912.23	6602.60
Social Security and railroad retirement income	637.71	3101.18	5645.35	6004.78	6750.34	5395.73	4408.08	3569.19	2222.36	3989.53
Pensions and annuities	235.94	257.95	545.97	763.52	1756.21	3006.75	3014.90	3142.42	3689.87	2613.08
Interest, dividends, rental income, other property income	92.89	42.44	235.69	586.12	805.46	1444.35	2159.70	1780.70	5132.70	2446.59
Interest	239.41	87.26	176.57	345.27	483.93	657.51	768.37	600.22	1298.05	759.71
Dividends, royalties, estates, trusts	29.11	30.07	56.84	150.51	316.04	707.84	1370.00	1061.99	3499.39	1552.61
Roomer and boarder income	-186.54	-22.28	2.28	39.22	14.54	48.10	4.75	53.84	132.26	54.12
Other rental income	10.91	-52.61	0.00	51.12	-9.05	30.90	16.59	64.65	203.01	80.15
Unemployment and workers' compensation, veterans'	67.43	46.23	117.19	110.59	192.78	284.91	231.89	278.96	386.58	263.11
Unemployment compensation	54.99	25.58	44.84	78.13	160.37	119.33	145.57	192.73	212.40	155.64
Workers' compensation and veterans' benefits	12.44	20.65	72.35	32.45	32.40	165.58	86.31	86.23	174.18	107.47
Public assistance, supplemental security income, food	595.25	1407.00	1122.80	1037.41	542.31	288.49	314.17	185.76	158.54	414.19
Supplemental security income	145.50	817.19	620.84	583.30	359.25	180.86	185.30	126.46	131.26	254.14
Public assistance	15.18	88.75	55.95	122.45	13.54	4.93	11.79	6.08	3.26	19.91
Food stamps	434.57	501.06	446.00	331.67	169.53	102.71	117.08	53.22	24.02	140.14
Regular contributions for support	277.30	447.59	474.85	291.79	435.67	306.05	458.33	473.45	520.75	446.65
Child support payments	109.28	97.99	132.43	85.18	140.51	97.96	157.05	173.73	152.55	140.20
Other regular contributions including alimony	168.02	349.60	342.42	206.60	295.16	208.09	301.28	299.72	368.21	306.46
Other income	21.33	239.22	272.45	161.52	132.69	166.59	155.09	100.19	101.60	134.84
Meals as pay	0.67	0.33	0.22	0.15	0.60	0.76	0.41	0.55	0.71	0.57
Rent as pay	0.60	22.96	4.44	5.89	2.02	2.62	1.59	5.60	5.74	4.92
Other income	20.06	215.93	267.80	155.48	130.08	163.21	153.09	94.04	95.15	129.35
Personal taxes	553.57	14.60	-76.49	291.18	-49.31	228.92	992.23	1540.63	5876.28	2266.80
Federal income taxes	285.35	-46.18	-179.70	153.50	-192.53	-34.53	576.77	966.66	4311.12	1563.67
Federal income tax deducted	152.52	116.07	73.54	159.27	318.98	575.85	1133.18	1690.50	4216.84	1850.48
Additional federal income tax paid	487.49	20.79	31.51	354.64	82.76	141.68	233.22	269.92	1470.64	600.05
Federal income tax refunds	-354.66	-183.03	-284.75	-360.41	-594.27	-752.07	-789.63	-993.76	-1376.36	-886.86
State and local income taxes	144.06	22.79	18.98	40.66	68.31	98.54	188.91	366.24	1094.63	454.16
State and local income tax deducted	40.77	40.71	29.90	44.16	105.25	150.21	243.44	439.57	1070.56	471.94
Additional state and local income tax paid	135.94	2.15	16.38	33.71	20.34	21.75	40.37	53.21	236.09	100.01
State and local income tax refunds	-32.65	-20.06	-27.30	-37.21	-57.28	-73.42	-94.90	-126.55	-212.02	-117.80
Other taxes	124.16	37.98	84.23	97.03	74.92	164.91	226.55	207.74	470.53	248.97
Personal property taxes	24.60	9.90	13.10	14.74	18.95	29.89	33.93	46.11	86.18	46.57
Other taxes	120.19	30.57	76.95	84.05	71.78	139.42	197.29	169.62	392.13	210.27
Other tax refunds	-20.63	-2.49	-5.81	-1.76	-15.81	-4.40	-4.67	-7.99	-7.78	-7.87
Income after taxes	2645.90	7888.38	12616.83	17190.31	25070.82	34981.15	45094.16	59245.88	127467.52	63628.59
Meals as pay	0.67	0.33	0.22	0.15	0.60	0.76	0.41	0.55	0.71	0.57
Rent as pay	0.60	22.96	4.44	5.89	2.02	2.62	1.59	5.60	5.74	4.92
Income after taxes	2644.63	7865.09	12612.17	17184.27	25068.21	34977.77	45092.16	59239.73	127461.07	63623.10
